영화명,번호,개봉_연도,개봉_월,개봉_요일,여름_개봉,겨울_개봉,대표장르,대표국가,한국_영화,평균기온,최고기온,첫주_관객수,top10_주수,최고_순위,백만_돌파
유희왕,1013,2010,1,3,0,1,애니메이션,일본,0,-0.4,2.7,35302,3,8,0
꼬마 니콜라,1014,2010,1,3,0,1,가족,프랑스,0,-0.4,2.7,106703,2,7,0
들어는 봤니? 모건 부부,1015,2010,1,3,0,1,코미디,미국,0,-0.4,2.7,68993,2,8,0
하모니,1016,2010,1,3,0,1,드라마,한국,1,-0.4,2.7,606341,8,2,1
식객2 : 김치전쟁,1017,2010,1,3,0,1,드라마,한국,1,-0.4,2.7,250198,3,5,0
의형제,1018,2010,2,3,0,0,드라마,한국,1,-4.3,-0.6,873747,9,1,1
하늘에서 음식이 내린다면,1019,2010,2,3,0,0,애니메이션,미국,0,0.6,3.5,139808,4,5,0
퍼시 잭슨과 번개 도둑,1020,2010,2,3,0,0,판타지,미국,0,0.6,3.5,536353,4,2,1
울프맨,1021,2010,2,3,0,0,공포(호러),미국,0,0.6,3.5,129249,2,7,0
발렌타인 데이,1022,2010,2,3,0,0,멜로/로맨스,미국,0,0.6,3.5,81342,2,8,0
원피스 극장판: 스트롱 월드,1023,2010,2,3,0,0,애니메이션,일본,0,0.6,3.5,35950,2,10,0
공자 춘추전국시대,1024,2010,2,3,0,0,드라마,중국,0,0.6,3.5,171274,2,5,0
평행이론,1025,2010,2,3,0,0,스릴러,한국,1,-2.9,-1.0,295256,4,3,0
하치 이야기,1026,2010,2,3,0,0,드라마,미국,0,-2.9,-1.0,29872,1,10,0
러블리 본즈,1027,2010,2,3,0,0,범죄,미국,0,12.0,14.8,120378,2,7,0
포스 카인드,1028,2010,2,3,0,0,SF,미국,0,12.0,14.8,100879,2,8,0
클로이,1029,2010,2,3,0,0,드라마,프랑스,0,12.0,14.8,69563,1,9,0
이상한 나라의 앨리스,1030,2010,3,3,0,0,판타지,미국,0,5.5,6.3,619592,6,1,1
디어 존,1031,2010,3,3,0,0,드라마,미국,0,5.5,6.3,108364,2,7,0
우리가 꿈꾸는 기적: 인빅터스,1032,2010,3,3,0,0,드라마,미국,0,5.5,6.3,36127,1,10,0
사랑은 너무 복잡해,1033,2010,3,3,0,0,멜로/로맨스,미국,0,2.3,6.0,91652,3,4,0
프롬 파리 위드 러브,1034,2010,3,3,0,0,액션,프랑스,0,2.3,6.0,220495,2,3,0
대병소장,1035,2010,3,3,0,0,액션,홍콩,0,2.3,6.0,66347,1,8,0
데이브레이커스,1036,2010,3,3,0,0,드라마,미국,0,0.5,4.6,87649,2,7,0
육혈포 강도단,1037,2010,3,3,0,0,코미디,한국,1,0.5,4.6,279204,6,1,1
무법자,1038,2010,3,3,0,0,드라마,한국,1,0.5,4.6,96870,2,6,0
셔터 아일랜드,1039,2010,3,3,0,0,드라마,미국,0,0.5,4.6,384907,4,2,0
그린 존,1040,2010,3,3,0,0,드라마,미국,0,5.0,9.5,292217,4,3,0
비밀애,1041,2010,3,3,0,0,멜로/로맨스,한국,1,5.0,9.5,92163,2,5,0
솔로몬 케인,1042,2010,3,3,0,0,액션,프랑스,0,5.0,9.5,87133,2,7,0
아마존의 눈물,1043,2010,3,3,0,0,다큐멘터리,한국,1,5.0,9.5,22549,1,10,0
폭풍전야,1044,2010,4,3,0,0,드라마,한국,1,7.0,9.9,33598,2,8,0
타이탄,1045,2010,4,3,0,0,액션,미국,0,7.0,9.9,1078342,6,1,1
집 나온 남자들,1046,2010,4,3,0,0,코미디,한국,1,9.1,15.5,16979,1,9,0
프로포즈 데이,1047,2010,4,3,0,0,멜로/로맨스,미국,0,9.1,15.5,57746,2,7,0
반가운 살인자,1048,2010,4,3,0,0,코미디,한국,1,9.1,15.5,212312,4,2,0
크레이지,1049,2010,4,3,0,0,공포(호러),미국,0,9.1,15.5,84430,2,4,0
베스트셀러,1050,2010,4,3,0,0,미스터리,한국,1,7.0,12.6,230436,6,1,1
일라이,1051,2010,4,3,0,0,액션,미국,0,7.0,12.6,117163,2,4,0
블라인드 사이드,1052,2010,4,3,0,0,드라마,미국,0,7.0,12.6,83822,5,5,0
바운티 헌터,1053,2010,4,3,0,0,멜로/로맨스,미국,0,7.0,12.6,31943,2,9,0
친정엄마,1054,2010,4,3,0,0,드라마,한국,1,10.7,12.7,134453,4,3,0
킥 애스: 영웅의 탄생,1055,2010,4,3,0,0,액션,영국,0,10.7,12.7,101706,2,7,0
허트 로커,1056,2010,4,3,0,0,전쟁,미국,0,10.7,12.7,102413,2,6,0
구르믈 버서난 달처럼,1057,2010,4,2,0,0,사극,한국,1,5.0,7.8,509210,4,2,1
아이언맨 2,1058,2010,4,3,0,0,SF,미국,0,8.5,12.4,1656785,5,1,1
케로로 더 무비 5: 기적의 사차원섬,1059,2010,4,3,0,0,애니메이션,일본,0,8.5,12.4,77041,1,6,0
브라더스,1060,2010,5,2,0,0,드라마,미국,0,20.6,25.2,49424,2,9,0
대한민국 1%,1061,2010,5,2,0,0,드라마,한국,1,20.6,25.2,99184,5,4,0
로빈 후드,1062,2010,5,3,0,0,액션,미국,0,16.0,21.9,551031,4,2,1
하녀,1063,2010,5,3,0,0,스릴러,한국,1,16.0,21.9,818598,4,1,1
시,1064,2010,5,3,0,0,드라마,한국,1,16.0,21.9,34815,4,8,0
드래곤 길들이기,1065,2010,5,3,0,0,애니메이션,미국,0,19.5,25.4,62629,7,2,1
나이트메어,1066,2010,5,3,0,0,공포(호러),미국,0,19.5,25.4,88989,2,6,0
내 깡패 같은 애인,1067,2010,5,3,0,0,드라마,한국,1,19.5,25.4,273746,4,5,0
페르시아의 왕자: 시간의 모래,1068,2010,5,3,0,0,액션,미국,0,17.4,24.0,719883,4,1,1
꿈은 이루어진다,1069,2010,5,3,0,0,코미디,한국,1,17.4,24.0,65834,2,7,0
엣지 오브 다크니스,1070,2010,6,2,0,0,범죄,영국,0,21.0,26.6,137528,2,6,0
방자전,1071,2010,6,2,0,0,사극,한국,1,21.0,26.6,878465,7,1,1
유령작가,1072,2010,6,2,0,0,미스터리,프랑스,0,21.0,26.6,125407,2,7,0
섹스 앤 더 시티 2,1073,2010,6,3,0,0,드라마,미국,0,26.5,32.7,137170,4,4,0
베스트 키드,1074,2010,6,3,0,0,가족,미국,0,26.5,32.7,154603,3,5,0
A-특공대,1075,2010,6,3,0,0,액션,미국,0,26.5,32.7,243753,4,3,0
토마스와 친구들 - 극장판 2,1076,2010,6,3,0,0,애니메이션,미국,0,26.5,32.7,9330,1,10,0
스트리트댄스,1077,2010,6,2,0,0,드라마,영국,0,22.3,25.6,81677,2,8,0
포화속으로,1078,2010,6,2,0,0,드라마,한국,1,22.3,25.6,131147,7,1,1
엽문2,1079,2010,6,2,0,0,액션,홍콩,0,22.3,25.6,41152,1,9,0
여대생 기숙사,1080,2010,6,2,0,0,공포(호러),미국,0,23.0,28.6,40865,1,8,0
맨발의 꿈,1081,2010,6,3,0,0,드라마,한국,1,24.4,30.8,124436,4,5,0
나잇&데이,1082,2010,6,3,0,0,액션,미국,0,24.4,30.8,592851,5,2,1
스플라이스,1083,2010,7,3,1,0,SF,캐나다,0,26.1,30.7,93267,3,7,0
슈렉 포에버,1084,2010,7,3,1,0,애니메이션,미국,0,26.1,30.7,763135,5,1,1
필립모리스,1085,2010,7,3,1,0,코미디,프랑스,0,26.1,30.7,55098,1,9,0
파괴된 사나이,1086,2010,7,3,1,0,드라마,한국,1,26.1,30.7,424066,4,4,1
이클립스,1087,2010,7,2,1,0,판타지,미국,0,25.6,29.6,1106325,3,1,1
킬러 인사이드 미,1088,2010,7,2,1,0,범죄,미국,0,25.6,29.6,37660,2,9,0
아더와 미니모이 2 : 셀레니아 공주 구출 작전,1089,2010,7,3,1,0,판타지,프랑스,0,24.7,29.6,33665,1,10,0
이끼,1090,2010,7,2,1,0,드라마,한국,1,24.8,27.7,1139014,5,1,1
인셉션,1091,2010,7,2,1,0,드라마,미국,0,27.8,29.7,1238624,13,1,1
명탐정 코난: 천공의 난파선,1092,2010,7,2,1,0,애니메이션,일본,0,27.8,29.7,227268,3,6,0
마음이2,1093,2010,7,2,1,0,드라마,한국,1,27.8,29.7,269197,3,4,0
마법사의 제자,1094,2010,7,2,1,0,드라마,미국,0,27.8,29.7,342335,2,3,0
오션스,1095,2010,7,2,1,0,다큐멘터리,프랑스,0,27.0,31.2,252139,3,5,0
고死 두 번째 이야기: 교생실습,1096,2010,7,2,1,0,공포(호러),한국,1,27.0,31.2,489868,2,4,0
극장판 도라에몽: 진구의 인어대해전,1097,2010,7,2,1,0,애니메이션,일본,0,27.0,31.2,114293,1,9,0
솔트,1098,2010,7,3,1,0,스릴러,미국,0,26.8,30.6,1073949,4,2,1
아저씨,1099,2010,8,2,1,0,액션,한국,1,28.1,31.9,979602,11,1,1
토이 스토리 3,1100,2010,8,3,1,0,가족,미국,0,29.2,33.8,557928,4,4,1
스텝 업 3D,1101,2010,8,3,1,0,드라마,미국,0,29.2,33.8,253072,3,6,0
내니맥피 2: 유모와마법소동,1102,2010,8,2,1,0,가족,미국,0,28.2,32.7,121941,2,7,0
오션월드 3D,1103,2010,8,2,1,0,다큐멘터리,영국,0,28.2,32.7,83000,1,9,0
악마를 보았다,1104,2010,8,3,1,0,스릴러,한국,1,23.7,26.7,636219,5,3,1
라스트 에어벤더,1105,2010,8,3,1,0,액션,미국,0,28.5,32.9,764089,3,2,1
익스펜더블,1106,2010,8,3,1,0,스릴러,미국,0,28.5,32.9,234622,2,6,0
폐가,1107,2010,8,3,1,0,공포(호러),한국,1,28.5,32.9,136232,2,8,0
죽이고 싶은,1108,2010,8,3,1,0,스릴러,한국,1,24.0,26.7,47986,1,10,0
프레데터스,1109,2010,8,3,1,0,액션,미국,0,24.0,26.7,187096,2,6,0
피라냐,1110,2010,8,3,1,0,액션,미국,0,24.0,26.7,263896,3,4,0
김복남 살인사건의 전말,1111,2010,9,3,0,0,스릴러,한국,1,24.0,26.2,83127,1,5,0
킬러스,1112,2010,9,3,0,0,액션,미국,0,24.0,26.2,207364,2,2,0
뮬란: 전사의 귀환,1113,2010,9,3,0,0,액션,중국,0,24.0,26.2,89512,1,7,0
애프터 라이프,1114,2010,9,3,0,0,드라마,미국,0,24.0,26.2,87593,1,8,0
아바타 3D 스페셜에디션,1115,2010,9,5,0,0,SF,미국,0,26.8,31.2,93094,1,9,0
해결사,1116,2010,9,3,0,0,액션,한국,1,20.9,22.5,628471,5,1,1
마루 밑 아리에티,1117,2010,9,3,0,0,애니메이션,일본,0,20.9,22.5,442853,5,2,1
"울지마, 톤즈",1118,2010,9,3,0,0,다큐멘터리,한국,1,20.9,22.5,29856,2,9,0
그랑프리,1119,2010,9,3,0,0,드라마,한국,1,24.5,30.0,61974,2,9,0
레지던트 이블 4: 끝나지 않은 전쟁 3D,1120,2010,9,3,0,0,공포(호러),독일,0,24.5,30.0,368732,4,3,1
캣츠 앤 독스 2,1121,2010,9,3,0,0,가족,미국,0,24.5,30.0,23611,2,10,0
퀴즈왕,1122,2010,9,3,0,0,코미디,한국,1,24.5,30.0,50016,4,7,0
슈퍼  배드,1123,2010,9,3,0,0,애니메이션,미국,0,24.5,30.0,156588,5,4,0
무적자,1124,2010,9,3,0,0,드라마,한국,1,24.5,30.0,375710,4,1,1
시라노; 연애조작단,1125,2010,9,3,0,0,멜로/로맨스,한국,1,24.5,30.0,62141,8,1,1
방가? 방가!,1126,2010,9,3,0,0,코미디,한국,1,14.6,20.7,199582,5,2,0
먹고 기도하고 사랑하라,1127,2010,9,3,0,0,드라마,미국,0,14.6,20.7,227907,3,2,0
레터스 투 줄리엣,1128,2010,10,2,0,0,멜로/로맨스,미국,0,16.1,22.1,161609,4,5,0
적인걸: 측천무후의 비밀,1129,2010,10,2,0,0,액션,중국,0,16.1,22.1,227408,3,3,0
심야의 F.M.,1130,2010,10,3,0,0,스릴러,한국,1,15.7,20.4,332744,5,1,1
검우강호,1131,2010,10,3,0,0,액션,홍콩,0,15.7,20.4,173446,3,4,0
22 블렛,1132,2010,10,3,0,0,액션,프랑스,0,15.7,20.4,80907,2,7,0
월 스트리트: 머니 네버 슬립스,1133,2010,10,3,0,0,드라마,미국,0,15.8,21.9,150301,2,5,0
참을 수 없는,1134,2010,10,3,0,0,멜로/로맨스,한국,1,15.8,21.9,48958,1,9,0
파라노말 액티비티 2,1135,2010,10,3,0,0,공포(호러),미국,0,15.8,21.9,181938,3,2,0
부당거래,1136,2010,10,3,0,0,범죄,한국,1,7.2,12.3,714376,7,1,1
가디언의 전설,1137,2010,10,3,0,0,애니메이션,미국,0,7.2,12.3,160149,3,3,0
나탈리,1138,2010,10,3,0,0,멜로/로맨스,한국,1,7.2,12.3,57093,2,9,0
레드,1139,2010,11,2,0,0,액션,미국,0,7.2,12.6,235044,3,2,0
불량남녀,1140,2010,11,3,0,0,코미디,한국,1,10.6,16.0,230366,3,3,0
대지진,1141,2010,11,3,0,0,드라마,중국,0,10.6,16.0,30950,2,9,0
돌이킬 수 없는,1142,2010,11,3,0,0,미스터리,한국,1,10.6,16.0,45450,2,7,0
데블,1143,2010,11,3,0,0,공포(호러),미국,0,10.6,16.0,74938,2,6,0
초능력자,1144,2010,11,2,0,0,SF,한국,1,4.1,9.1,990548,4,1,1
언스토퍼블,1145,2010,11,2,0,0,액션,미국,0,4.1,9.1,205244,3,3,0
쏘우 3D,1146,2010,11,3,0,0,공포(호러),미국,0,6.5,12.0,78071,1,7,0
페스티발,1147,2010,11,3,0,0,코미디,한국,1,6.5,12.0,125276,2,5,0
소셜 네트워크,1148,2010,11,3,0,0,드라마,미국,0,6.5,12.0,235508,3,3,0
두 여자,1149,2010,11,3,0,0,멜로/로맨스,한국,1,6.5,12.0,75290,2,8,0
렛 미 인,1150,2010,11,3,0,0,드라마,영국,0,6.5,12.0,104848,2,6,0
이층의 악당,1151,2010,11,2,0,0,코미디,한국,1,6.3,10.7,274356,4,3,0
스카이 라인,1152,2010,11,2,0,0,액션,미국,0,6.3,10.7,544004,3,1,0
더 콘서트,1153,2010,11,3,0,0,드라마,프랑스,0,3.1,6.1,55098,1,8,0
워리어스 웨이,1154,2010,12,2,0,1,액션,미국,0,7.2,10.4,292395,3,2,0
스위치,1155,2010,12,2,0,1,멜로/로맨스,미국,0,7.2,10.4,55658,1,10,0
라스트 엑소시즘,1156,2010,12,2,0,1,공포(호러),미국,0,7.2,10.4,70628,2,8,0
쩨쩨한 로맨스,1157,2010,12,2,0,1,코미디,한국,1,7.2,10.4,597831,5,1,1
베리드,1158,2010,12,2,0,1,드라마,스페인,0,0.4,2.2,41992,2,8,0
김종욱 찾기,1159,2010,12,2,0,1,멜로/로맨스,한국,1,0.4,2.2,405648,4,3,1
나니아 연대기: 새벽 출정호의 항해,1160,2010,12,2,0,1,판타지,미국,0,0.4,2.2,72181,4,2,1
투어리스트,1161,2010,12,3,0,1,드라마,미국,0,-1.8,2.3,459767,3,3,0
해리 포터와 죽음의 성물1,1162,2010,12,2,0,1,미스터리,미국,0,-10.5,-7.3,1110980,6,1,1
톨스토이의 마지막 인생,1163,2010,12,2,0,1,드라마,영국,0,-10.5,-7.3,33792,1,7,0
새미의 어드벤쳐,1164,2010,12,2,0,1,애니메이션,벨기에,0,-10.5,-7.3,215433,5,5,0
황해,1165,2010,12,2,0,1,스릴러,한국,1,4.0,8.3,1056010,5,1,1
헬로우 고스트,1166,2010,12,2,0,1,코미디,한국,1,4.0,8.3,873290,7,1,1
쓰리 데이즈,1167,2010,12,2,0,1,범죄,미국,0,4.0,8.3,158777,2,8,0
극장판 포켓 몬스터 DP 「환영의 패왕 조로아크」,1168,2010,12,3,0,1,애니메이션,일본,0,-1.9,4.5,156309,3,7,0
라스트 갓파더,1169,2010,12,2,0,1,코미디,한국,1,-5.7,-2.1,1313126,4,1,1
트론: 새로운 시작,1170,2010,12,2,0,1,SF,미국,0,-5.7,-2.1,301221,2,5,0
심장이 뛴다,1171,2011,1,2,0,1,드라마,한국,1,-4.0,-1.8,453415,3,3,0
극장판 메탈 베이블레이드 VS 태양 작열의 침략자 솔블레이즈,1172,2011,1,2,0,1,애니메이션,일본,0,-4.0,-1.8,46127,1,9,0
메가마인드,1173,2011,1,3,0,1,애니메이션,미국,0,-5.9,-0.6,360727,4,2,0
시즌 오브 더 위치: 마녀 호송단,1174,2011,1,3,0,1,어드벤처,미국,0,-5.9,-0.6,213750,2,5,0
꿀벌 하치의 대모험,1175,2011,1,3,0,1,애니메이션,일본,0,-5.9,-0.6,38809,1,10,0
러브 & 드럭스,1176,2011,1,3,0,1,멜로/로맨스,미국,0,-5.9,-0.6,216849,3,4,0
글러브,1177,2011,1,3,0,1,드라마,한국,1,-8.2,-4.7,537993,4,1,1
아프리카 마법여행,1178,2011,1,3,0,1,어드벤처,스페인,0,-8.2,-4.7,37449,1,8,0
조선명탐정 : 각시투구꽃의 비밀,1179,2011,1,3,0,1,코미디,한국,1,-8.9,-5.7,738546,7,1,1
평양성,1180,2011,1,3,0,1,전쟁,한국,1,-8.9,-5.7,396690,4,3,1
걸리버 여행기,1181,2011,1,3,0,1,코미디,미국,0,-8.9,-5.7,578806,3,2,1
그린 호넷,1182,2011,1,3,0,1,드라마,미국,0,-8.9,-5.7,78031,2,6,0
타운,1183,2011,1,3,0,1,드라마,미국,0,-8.9,-5.7,39196,2,8,0
가필드 펫 포스 3D,1184,2011,1,3,0,1,애니메이션,미국,0,-8.9,-5.7,18061,1,10,0
상하이,1185,2011,1,3,0,1,드라마,미국,0,-8.9,-5.7,90287,3,5,0
라푼젤,1186,2011,2,3,0,0,애니메이션,미국,0,-2.1,2.7,306202,4,2,0
생텀,1187,2011,2,3,0,0,어드벤처,미국,0,-2.1,2.7,289622,2,3,0
친구와 연인사이,1188,2011,2,3,0,0,코미디,미국,0,-2.1,2.7,140240,2,7,0
만추,1189,2011,2,3,0,0,멜로/로맨스,한국,1,0.9,4.7,458325,3,3,0
그대를 사랑합니다,1190,2011,2,3,0,0,드라마,한국,1,0.9,4.7,25466,10,2,1
아이들...,1191,2011,2,3,0,0,범죄,한국,1,0.9,4.7,82483,5,1,1
127시간,1192,2011,2,3,0,0,드라마,미국,0,0.9,4.7,104088,1,9,0
언노운,1193,2011,2,3,0,0,드라마,미국,0,0.9,4.7,205705,3,5,0
아이 엠 넘버 포,1194,2011,2,3,0,0,액션,미국,0,6.1,10.5,302379,3,3,0
메카닉,1195,2011,2,3,0,0,드라마,미국,0,6.1,10.5,123023,1,9,0
알파 앤 오메가,1196,2011,2,3,0,0,애니메이션,미국,0,6.1,10.5,116784,1,10,0
블랙 스완,1197,2011,2,3,0,0,드라마,미국,0,6.1,10.5,318079,6,1,1
컨트롤러,1198,2011,3,3,0,0,스릴러,미국,0,-2.1,2.5,257618,2,4,0
랭고,1199,2011,3,3,0,0,애니메이션,미국,0,-2.1,2.5,190622,3,5,0
파이터,1200,2011,3,3,0,0,드라마,미국,0,1.4,4.9,83969,1,8,0
사랑이 무서워,1201,2011,3,3,0,0,코미디,한국,1,1.4,4.9,161901,3,4,0
월드 인베이젼,1202,2011,3,3,0,0,SF,미국,0,1.4,4.9,522475,5,1,1
웨이 백,1203,2011,3,3,0,0,드라마,미국,0,0.8,6.1,60417,1,9,0
킹스 스피치,1204,2011,3,3,0,0,드라마,영국,0,0.8,6.1,232763,4,1,0
굿모닝 에브리원,1205,2011,3,3,0,0,드라마,미국,0,0.8,6.1,85373,2,7,0
레드 라이딩 후드,1206,2011,3,3,0,0,드라마,미국,0,0.8,6.1,189855,2,5,0
비스틀리,1207,2011,3,3,0,0,드라마,미국,0,0.8,6.1,82030,1,8,0
로맨틱 헤븐,1208,2011,3,3,0,0,드라마,한국,1,2.9,8.0,52470,1,10,0
마이 블랙 미니드레스,1209,2011,3,3,0,0,드라마,한국,1,2.9,8.0,162503,3,4,0
내 이름은 칸,1210,2011,3,3,0,0,드라마,인도,0,2.9,8.0,69556,4,3,0
위험한 상견례,1211,2011,3,3,0,0,코미디,한국,1,9.2,16.8,106011,9,1,1
줄리아의 눈,1212,2011,3,3,0,0,미스터리,스페인,0,9.2,16.8,110919,3,4,0
미트 페어런츠 3,1213,2011,3,3,0,0,코미디,미국,0,9.2,16.8,50931,1,8,0
베니싱,1214,2011,3,3,0,0,미스터리,미국,0,9.2,16.8,50088,1,9,0
황당한 외계인: 폴,1215,2011,4,3,0,0,코미디,미국,0,9.6,10.7,46349,1,8,0
써커 펀치,1216,2011,4,3,0,0,액션,미국,0,9.6,10.7,113652,2,4,0
라스트 나잇,1217,2011,4,3,0,0,멜로/로맨스,미국,0,9.6,10.7,72988,2,7,0
한나,1218,2011,4,3,0,0,액션,미국,0,12.4,18.8,141633,2,3,0
노미오와 줄리엣,1219,2011,4,3,0,0,애니메이션,영국,0,12.4,18.8,77766,2,5,0
수상한 고객들,1220,2011,4,3,0,0,코미디,한국,1,12.4,18.8,321365,4,2,1
나는 아빠다,1221,2011,4,3,0,0,액션,한국,1,12.4,18.8,85646,2,5,0
제인 에어,1222,2011,4,2,0,0,드라마,영국,0,11.2,16.8,69214,2,6,0
더 라이트: 악마는 있다,1223,2011,4,2,0,0,미스터리,미국,0,11.2,16.8,39031,1,10,0
분노의 질주: 언리미티드,1224,2011,4,2,0,0,스릴러,미국,0,11.2,16.8,484333,6,1,1
세상에서 가장 아름다운 이별,1225,2011,4,2,0,0,드라마,한국,1,11.2,16.8,126584,2,4,0
적과의 동침,1226,2011,4,2,0,0,드라마,한국,1,11.4,14.2,155823,2,5,0
마오의 라스트 댄서,1227,2011,4,3,0,0,드라마,호주,0,10.4,15.3,27098,1,10,0
토르: 천둥의 신,1228,2011,4,3,0,0,액션,미국,0,10.4,15.3,631652,4,1,1
써니,1229,2011,5,2,0,0,드라마,한국,1,15.9,21.8,57579,15,1,1
소스 코드,1230,2011,5,2,0,0,액션,미국,0,15.9,21.8,546155,4,2,1
체포왕,1231,2011,5,2,0,0,코미디,한국,1,15.9,21.8,59971,5,4,0
짱구는 못말려 극장판 : 초시공! 태풍을 부르는 나의 신부,1232,2011,5,3,0,0,애니메이션,일본,0,17.5,23.7,209562,2,6,0
썬더일레븐 극장판 : 최강군단 오우거의 습격,1233,2011,5,3,0,0,애니메이션,일본,0,17.5,23.7,77153,2,9,0
옥보단 3D,1234,2011,5,3,0,0,성인물(에로),홍콩,0,15.7,20.2,58627,2,8,0
천녀유혼,1235,2011,5,3,0,0,SF,중국,0,15.7,20.2,47943,2,9,0
회초리,1236,2011,5,3,0,0,드라마,한국,1,20.7,23.6,44682,2,8,0
캐리비안의 해적: 낯선 조류,1237,2011,5,3,0,0,액션,미국,0,20.7,23.6,1432666,5,1,1
삼국지: 명장 관우,1238,2011,5,3,0,0,전쟁,홍콩,0,20.7,23.6,75699,3,5,0
쿵푸팬더 2,1239,2011,5,3,0,0,애니메이션,미국,0,20.7,24.0,1673640,8,1,1
헤드,1240,2011,5,3,0,0,액션,한국,1,20.7,24.0,43059,2,4,0
마마,1241,2011,6,2,0,0,드라마,한국,1,18.0,21.6,16458,3,5,0
레지던트,1242,2011,6,3,0,0,스릴러,영국,0,19.0,24.7,42697,2,6,0
엑스맨: 퍼스트 클래스,1243,2011,6,3,0,0,액션,미국,0,19.0,24.7,766233,6,2,1
스크림 4G,1244,2011,6,3,0,0,미스터리,미국,0,19.4,22.0,28939,1,9,0
화이트: 저주의 멜로디,1245,2011,6,3,0,0,공포(호러),한국,1,19.4,22.0,213660,5,5,0
모비딕,1246,2011,6,3,0,0,스릴러,한국,1,19.4,22.0,11661,3,5,0
프리스트,1247,2011,6,3,0,0,액션,미국,0,19.4,22.0,66735,1,8,0
링컨 차를 타는 변호사,1248,2011,6,3,0,0,범죄,미국,0,26.5,32.0,108526,4,7,0
그린랜턴: 반지의 선택,1249,2011,6,3,0,0,SF,미국,0,26.5,32.0,145605,2,6,0
슈퍼 에이트,1250,2011,6,3,0,0,SF,미국,0,26.5,32.0,274847,3,4,0
러브 앤 프렌즈,1251,2011,6,3,0,0,드라마,미국,0,26.5,32.0,57500,2,9,0
정무문 : 100대 1의 전설,1252,2011,6,2,0,0,액션,홍콩,0,22.7,24.9,91001,2,8,0
풍산개,1253,2011,6,3,0,0,드라마,한국,1,22.0,23.3,284230,4,3,0
트랜스포머 3,1254,2011,6,2,0,0,액션,미국,0,21.0,23.3,3356316,6,1,1
음모자,1255,2011,6,3,0,0,드라마,미국,0,23.8,27.9,11982,2,10,0
고양이: 죽음을 보는 두 개의 눈,1256,2011,7,3,1,0,공포(호러),한국,1,22.9,25.3,364352,3,3,0
고 녀석 맛나겠다,1257,2011,7,3,1,0,애니메이션,일본,0,22.9,25.3,43093,1,8,0
빨간모자의 진실 2,1258,2011,7,2,1,0,애니메이션,미국,0,24.3,26.2,113625,2,5,0
해리 포터와 죽음의 성물2,1259,2011,7,2,1,0,판타지,미국,0,24.3,26.2,1745554,5,1,1
포인트 블랭크,1260,2011,7,2,1,0,스릴러,프랑스,0,24.3,26.2,37852,1,9,0
퀵,1261,2011,7,2,1,0,코미디,한국,1,27.6,32.6,57499,7,2,1
바니버디,1262,2011,7,2,1,0,애니메이션,미국,0,27.6,32.6,101401,1,7,0
카 2,1263,2011,7,2,1,0,애니메이션,미국,0,27.6,32.6,212343,2,5,0
고지전,1264,2011,7,2,1,0,드라마,한국,1,27.6,32.6,70268,6,1,1
리오,1265,2011,7,2,1,0,애니메이션,미국,0,24.0,26.2,276185,2,6,0
마당을 나온 암탉,1266,2011,7,3,1,0,애니메이션,한국,1,24.7,26.3,13912,7,4,1
퍼스트 어벤져,1267,2011,7,3,1,0,액션,미국,0,24.7,26.3,322828,2,4,0
극장판 도라에몽: 진구와 철인군단 날아라 천사들,1268,2011,7,3,1,0,애니메이션,일본,0,24.7,26.3,71292,1,10,0
명탐정 코난 : 침묵의 15분,1269,2011,8,2,1,0,애니메이션,일본,0,25.4,28.1,330663,3,6,0
7광구,1270,2011,8,3,1,0,SF,한국,1,25.4,28.0,1387509,3,1,1
블라인드,1271,2011,8,2,1,0,스릴러,한국,1,25.8,28.9,597693,5,3,1
최종병기 활,1272,2011,8,2,1,0,사극,한국,1,25.8,28.9,1322912,11,1,1
개구쟁이 스머프,1273,2011,8,3,1,0,애니메이션,미국,0,26.6,29.9,338113,4,4,1
카우보이 & 에이리언,1274,2011,8,3,1,0,액션,미국,0,26.6,29.9,175350,1,9,0
혹성탈출: 진화의 시작,1275,2011,8,2,1,0,액션,미국,0,23.7,24.6,950537,5,2,1
세 얼간이,1276,2011,8,3,1,0,코미디,인도,0,25.2,30.2,117172,3,6,0
행오버 2,1277,2011,8,3,1,0,코미디,미국,0,25.7,30.5,37221,1,9,0
내 여자친구의 결혼식,1278,2011,8,3,1,0,코미디,미국,0,25.7,30.5,36384,1,10,0
돈비 어프레이드 : 어둠 속의 속삭임,1279,2011,8,3,1,0,공포(호러),미국,0,25.7,30.5,51964,1,8,0
푸른소금,1280,2011,8,2,1,0,액션,한국,1,27.9,32.8,394101,3,3,0
콜롬비아나,1281,2011,8,2,1,0,액션,미국,0,27.9,32.8,261032,3,5,0
통증,1282,2011,9,2,0,0,멜로/로맨스,한국,1,22.6,27.3,35519,4,3,0
파퍼씨네 펭귄들,1283,2011,9,2,0,0,코미디,미국,0,22.6,27.3,210613,5,3,0
챔프,1284,2011,9,2,0,0,드라마,한국,1,22.6,27.3,145565,3,5,0
가문의 영광4 - 가문의 수난,1285,2011,9,2,0,0,코미디,한국,1,22.6,27.3,80377,5,1,1
쥴리의 육지 대모험,1286,2011,9,3,0,0,애니메이션,미국,0,22.3,25.8,107100,1,10,0
파이널 데스티네이션5,1287,2011,9,3,0,0,공포(호러),미국,0,22.3,25.8,94632,2,9,0
